,created_at,text,reply_count,retweet_count,favorite_count
1628,Tue Jun 15 23:28:59 +0000 2021,Global warming,0,0,0
1629,Tue Jun 15 23:28:51 +0000 2021,"A lot of us need to learn the key facts about climate change. Understandable one page summary of surprising verifiable climate facts, including the crucial but seldom discussed effect on temperature of #ClimateAction (negligibly tiny at crippling cost). With source links. https://t.co/CX1fhs7GOq https://t.co/b60U3LfWj3",0,2,3
1630,Tue Jun 15 23:28:49 +0000 2021,"Nurses moved early and eagerly to advocate action to resist climate change and are well positioned to achieve much more.

This @bmj_latest analysis includes a great timeline of environmental action by nurses.
https://t.co/kQKBOhbcjH",0,5,8
1631,Tue Jun 15 23:28:21 +0000 2021,"It's not even Summer, and the Climate Change Hoaxers are already giving us Fake Temperatures. Claiming were pushing 120 temps, with Montana up to 109. Thank God Biden removed fighting Climate Change from his infrastructure Bill. Truly the 2nd Coming of FDR! What Courage! 😳 https://t.co/vy4JudfOGn",1,1,3
1632,Tue Jun 15 23:28:04 +0000 2021,Maldives Builds First-Of-Its Kind Floating Island City To Mitigate Climate Change https://t.co/pBl9nWIaEV https://t.co/WU5NIen6Ku,0,0,0
1633,Tue Jun 15 23:27:55 +0000 2021,"#ClimateEmergency - tipping point?
#arctic #gaia 

 » Global warming may have already passed irreversible tipping point | Climate News | Al Jazeera https://t.co/redx7uGUtj",0,0,0
1634,Tue Jun 15 23:27:41 +0000 2021,"Climate change is a scam to get you to pay more tax dollars to Daddy Government and force you to go vegan and eat bugs and industrial sludge. Climate change is a completely natural phenomenon. Just like with the plandemic, all retorts are instantly rejected by the woke mob https://t.co/idiDp9zE1Z",0,0,1
1635,Tue Jun 15 23:27:36 +0000 2021,Excellent article!  We need to realise the #value of building appropriate #health infrastructure to support the #transition to #sustainable #carbon #zero #economies and adapt our practices to deal with #global warming. https://t.co/ujgmHmeXik,0,7,8
1636,Tue Jun 15 23:27:29 +0000 2021,"WAR IS THE SMOKING GUN OF ""CLIMATE CHANGE"" AND ""VICE VERSA!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!"" https://t.co/KsNOfDwsH7",0,0,0
1637,Tue Jun 15 23:27:25 +0000 2021,It is so hot outside I am beginning to think this global warming thing is real.,0,0,0
1638,Tue Jun 15 23:27:11 +0000 2021,"Hey @SamWPaquet do you know about https://t.co/eHXF2IHA3D ?
It looks quite an interesting idea and a means to others to contribute. I wonder if the same idea could be applied to your project. 
https://t.co/1WA1RhDXEn for more details",2,0,0
1639,Tue Jun 15 23:27:01 +0000 2021,"Euro 2020 protester at France vs Germany match narrowly avoids disaster in parachute stunt https://t.co/s5hdUPwhuL A broken ankle was probably worth getting the message out, take Climate Change seriously. NO TO FOSSIL FUEL !!",0,0,0
1640,Tue Jun 15 23:27:00 +0000 2021,The geopolitics of climate change has implications for farmers and growers: Climate change to blame for devastating French wine spring https://t.co/6xHOkXteiR,0,0,2
1641,Tue Jun 15 23:26:47 +0000 2021,It’s been so hot the last couple of days I haven’t even heard a MAGAt make a global warming joke,0,0,3
1642,Tue Jun 15 23:26:43 +0000 2021,"Trains could save us from climate change, but Big Oil doesn't want that to happen #care2 https://t.co/MniAKPpSbl",0,1,1
1643,Tue Jun 15 23:25:19 +0000 2021,"Federal judge blocks Biden’s pause on new oil, gas leases https://t.co/iHnzrCTnIa",0,0,0
1644,Tue Jun 15 23:25:15 +0000 2021,SHOULD SIGN TEXAS SOVEREIGNTY OVER EXTREME CLIMATE CHANGE DUR https://t.co/lYmZEaMVXM,0,0,0
1645,Tue Jun 15 23:25:02 +0000 2021,"Did you know that the food production system is responsible for 40 percent of global greenhouse gas emissions? Find out more about it in this article by @georgina_gustin.

https://t.co/C7IyxaSNCB

#agriculture #foodproduction #climatechange",0,0,0
1646,Tue Jun 15 23:25:00 +0000 2021,"Costly Frost That Slammed French Wine Growing Region Attributed to #ClimateChange 

https://t.co/Q2PHvuakgZ

@lanebrooks @mmass214 @Johny_GT @Thunderbirds511 @selenemoon96 @criscre123 @CSCarrigan @pipybur1 @LadehoffMike @CitizensFedUp @shar76 @ps9714 @brucepknight @seth_leitman https://t.co/l4aDHtUaks",0,5,5
1647,Tue Jun 15 23:24:54 +0000 2021,"Federal judge blocks Biden’s pau https://t.co/fuq6cfJrR8 #SmartNews.  The Earth doesn't care what temperature it is out there. These dumb Dem. are saying that throwing our money at the climate will make it change...to what temperature? Hunter can be bribed, but not the earth.",0,0,0
1648,Tue Jun 15 23:24:25 +0000 2021,"He may have $$ invested! Doesn’t care about the damage being done! Federal judge blocks Biden’s pause on new oil, gas leases #SmartNews  https://t.co/NYoJ0mfECY",0,0,0
1649,Tue Jun 15 23:24:24 +0000 2021,This global warming stuff is hard.  @smerconish @MorningBriefing @chucktodd https://t.co/ZLsNEYYVDn,0,0,0
1650,Tue Jun 15 23:58:54 +0000 2021,"Federal judge blocks Biden's pause on new oil, gas leases https://t.co/uxHOdyvGD8",0,0,0
1651,Tue Jun 15 23:58:08 +0000 2021,"Infectious disease &amp; climate change have global, interrelated implications

Healthcare industries create emissions 

But also fight both infectious disease and the health consequences of climate change

Proud to see @AstraZeneca taking a leadership role

https://t.co/dEX5dsDz7R",0,1,0
1652,Tue Jun 15 23:58:04 +0000 2021,"RT @maxfawcett @maxfawcett
Oh, and this is because a minister of the crown decided to wear a t-shirt that says ""climate change is real"" and contrast it with t-shirts that say ""I heart Oil Sands"". #cdnpoli",0,0,1
1653,Tue Jun 15 23:57:21 +0000 2021,"Remember when everyone laughed at Bernie when he said how climate change fuels terrorism and conflict? Ya, so do we. https://t.co/3EiQQDJLIB",0,0,0
1654,Tue Jun 15 23:57:16 +0000 2021,"An economic, sustainable cooling system to keep your food fresh and healthy. With zero power consumption user can id themselves a real climate change warrior.
Please click Vote Here under The People's Prize &amp; select UK2021-022.
https://t.co/hS2hjyJOb3 https://t.co/LyXjjkNzLQ https://t.co/7XLBcB8hiA",1,3,4
1655,Tue Jun 15 23:57:10 +0000 2021,nbd just one of my best pals KJ (Dr. Johnson there in the red sweater) giving the US ambassador to New Zealand the skinny on climate change https://t.co/AgI3iWYlNY,0,0,4
1656,Tue Jun 15 23:57:04 +0000 2021,"#G7 leaders address #ClimateChange, activists say it isn’t enough https://t.co/MX68s04CuN",0,1,0
1657,Tue Jun 15 23:56:58 +0000 2021,Get big money out of our politics. They are against climate change. Big oil wants to destroy our planet. The far right big money are stopping HR1. Get dark money funding voter suppression in our country. Boycott dark money.,0,1,0
1658,Tue Jun 15 23:56:54 +0000 2021,Like a snake eating its own tail. https://t.co/AH2s0trD8x,0,0,0
1659,Tue Jun 15 23:56:48 +0000 2021,"What is CRT?

https://t.co/gIPCyuLAzb",0,0,0
1660,Tue Jun 15 23:56:35 +0000 2021,"Federal judge blocks Biden’s pause on new oil, gas leases https://t.co/6ZJJi1oYgC #SmartNews",0,0,0
1661,Tue Jun 15 23:56:33 +0000 2021,Swiss voters reject key climate change measures - BBC News https://t.co/V7sNBiHmOE,0,1,0
1662,Tue Jun 15 23:56:31 +0000 2021,"Trains could save us from climate change, but Big Oil doesn't want that to happen #care2 https://t.co/8GcpPynA8K",0,0,0
1663,Tue Jun 15 23:55:54 +0000 2021,"What the ????

This reminds of the scene in ""Life of Brian"" where the various revolutionary groups argue with each other.

https://t.co/ljWAERm5NL",0,1,0
1664,Tue Jun 15 23:55:48 +0000 2021,This sponge can tell us a lot about climate change https://t.co/5DBaAvzxnL,0,0,0
1665,Tue Jun 15 23:55:34 +0000 2021,"Britain brandishing its credentials as a leader on climate change #G7Cornwall, &amp; some industry leaders have raised concern that a trade deal with Australia would have insufficient climate change protections ⁦@eshelouise⁩ #ClimateAction #TradeDeal  https://t.co/snZ0Ew60OW",0,1,0
1666,Tue Jun 15 23:55:12 +0000 2021,"The health effects of extreme weather can be unexpected and drawn out, and made more intense, frequent and unpredictable by climate change.

Emergency drinking water available:
💧 The Patch Hall, 5 The Patch Road
💧 Kallista Public Hall, 6 Tom Roberts Road
https://t.co/tl0ksvgzy1",1,4,4
1667,Tue Jun 15 23:55:12 +0000 2021,Great. And yet UT legislators still actively deny climate change. This is insane. 107°F in June at 5:40PM. This shouldn't be happening. https://t.co/iJiShUjuo5,0,0,0
1668,Tue Jun 15 23:55:11 +0000 2021,"A branch of Greta Thunberg’s climate-change movement disbanded after declaring itself a ‘racist, white-dominated space’ https://t.co/nQvHuY2420 #SmartNews",0,0,0
1669,Tue Jun 15 23:55:10 +0000 2021,#Bitcoin causing global warming is fake news https://t.co/iO4ygXDEjT,0,0,3
1670,Tue Jun 15 23:55:02 +0000 2021,"Over the next several months, the @weatherchannel plans to infuse #climate coverage into its morning, afternoon and even  entertainment programs. (@Variety) https://t.co/DQpav62anV",0,0,0
1671,Tue Jun 15 23:54:41 +0000 2021,'Climate change is the ultimate safety test' – yet there are no seatbelts https://t.co/pV7E2zYYMp,1,0,0
1672,Tue Jun 15 23:54:19 +0000 2021,"WAR IS THE SMOKLING GUN OF ""CLIMATE CHANGE"" AND ""VICE VERSA!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!""",0,0,0
1673,Tue Jun 15 23:54:08 +0000 2021,Global warming is real,0,0,0
1674,Tue Jun 15 23:53:25 +0000 2021,Please join us for the fourth part of our climate change series on how law can influence the climate change trajectory with Prof Christina Voigt of the University of Oslo delivering the keynote  - promises to be fantastic https://t.co/7H8N4J6s1m,0,1,1
1675,Tue Jun 15 23:53:08 +0000 2021,"Fair question
https://t.co/3BRNmZ7m9R",1,2,4
1676,Tue Jun 15 23:53:05 +0000 2021,"WAR IS THE SMOKING GUN OF ""CLIMATE CHANGE"" AND ""VICE VERSA!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!"" https://t.co/BmSbHFdkGD",0,0,0
1677,Tue Jun 15 23:52:49 +0000 2021,"Another one of Biden's cons. Issue a pause to environmentally destructive oil leases that a judge will quietly but quickly overturn and do not defend it in court.

https://t.co/HpgAfpE8pH",0,0,0
1678,Tue Jun 15 23:52:49 +0000 2021,Global warming though... https://t.co/DQCF4xm0Qv,0,0,1
1679,Tue Jun 15 23:51:54 +0000 2021,"AG Merrick Garland: Domestic Terrorists Fighting For the ""Superiority of the White Race"" Are the Greatest Threat to the US (VIDEO) https://t.co/HD03JK18E6 via @gatewaypundit - Is it white supremacy or climate change? #Liars need to get together on this &amp; let the #terrorists know",0,0,1
1680,Tue Jun 15 23:51:46 +0000 2021,"If he understood the science, resources minister Keith Pitt would be urging oil &amp; gas producers to transition to renewables, etc.

Instead, he tells them to turn the “spotlight” on env groups campaigning against an expansion of the fossil fuel industry on climate change grounds. https://t.co/8XyrGjrZ6T",1,9,26
1681,Tue Jun 15 23:51:45 +0000 2021,"After the biggest-ever expedition to the Arctic, scientists warn point of no return on global warming may have already been reached.
https://t.co/QU1vMfH148",0,0,0
1682,Tue Jun 15 23:51:39 +0000 2021,"Sad chronology of Aust's failure to address #climatechange
by @ABCaustralia -  💔 to know we could have made the #fossilfuel transition &amp; become a global #renewables leader but for leadership failures, the @MineralsCouncil &amp; #Murdoch. #auspol #coal #gas https://t.co/uXfWqrrLRV https://t.co/uGjNpcrFq6",0,7,9
1683,Tue Jun 15 23:51:07 +0000 2021,Global warming may have already passed irreversible tipping point https://t.co/dts4RPHJDb via @AJEnglish,0,1,1
1684,Tue Jun 15 23:51:00 +0000 2021,"Hey all you climate change deniers, dah! https://t.co/rVvjz3RRhF",0,0,0
1685,Tue Jun 15 23:50:45 +0000 2021,A New Zealand chapter of Greta Thunberg-linked climate movement disbands itself for being ‘racist’ https://t.co/6NlvRTJqyW,0,0,0
1686,Tue Jun 15 23:50:38 +0000 2021,"Join in the last day of the free virtual workshop, Chemical Toxicants in Water: A GeoHealth Perspective in the Context of Climate Change starting at 9 a.m. MST tomorrow, June 16.
https://t.co/eZVc8aNXTl #CHERtheHealth #NAUResearch",0,1,3
1687,Tue Jun 15 23:50:34 +0000 2021,This is amazing. https://t.co/v1P5LdzC2Y,0,0,0
1688,Tue Jun 15 23:50:32 +0000 2021,WHY TF have childrens movies become so political? I promise you 4 year olds don't understand the concept of global warming,1,0,1
1689,Tue Jun 15 23:50:31 +0000 2021,Tell me that global warming doesn’t exist because it does https://t.co/dNn66dqY0f,0,0,1
1690,Tue Jun 15 23:49:55 +0000 2021,"New Report: Climate Change and Biodiversity Loss Must Be Tackled Together, Not Separately - Inside Climate News https://t.co/G1k9Rcnfsv",0,0,0
1691,Tue Jun 15 23:49:39 +0000 2021,Has your council signed up for tomorrow's online Climate Change &amp; Local Government Forum (https://t.co/8PjpYEi2bs)? Dr Judy Lawrence from @ClimateCommNZ will speak about its final advice to the Government which is sure to have a big impact on councils &amp; their work across the motu https://t.co/GFNKOqGiUg,0,0,1
1692,Tue Jun 15 23:49:35 +0000 2021,"Yes, CH4 emissions from peat bogs, the tundras &amp; the melting of frozen clathrates in the oceans are what will end any possibility we can limit global warming. Warming oceans, eutrification &amp; acidification could also diminish O2 availability: COVID reminds us we need O2 to live! https://t.co/CoCDlEu2pT",2,12,26
1693,Tue Jun 15 23:49:28 +0000 2021,"""The states seeking to intervene argue that they have a stake in the country’s energy future, and that a settlement granting the plaintiffs’ demands would lead to higher energy prices for the states and their citizens. ""

https://t.co/X4WZMraWrG",0,0,0
1694,Tue Jun 15 23:49:22 +0000 2021,"Carbon dioxide levels reach peak in 4 million years, what this means for climate change https://t.co/2cwqcee9Wq",0,0,0
1695,Tue Jun 15 23:49:05 +0000 2021,"'Australia’s resources minister, Keith Pitt, is urging oil and gas producers to turn the “spotlight” on environmental groups campaigning against an expansion of the fossil fuel industry on climate change grounds.' https://t.co/PbIuoagDKR",0,0,0
1696,Tue Jun 15 23:48:15 +0000 2021,"Trains could save us from climate change, but Big Oil doesn't want that to happen #care2 https://t.co/XfdxMFvCKA",1,1,1
1697,Tue Jun 15 23:48:01 +0000 2021,"Massachusetts Communities Think Globally, Act Locally on Climate Change https://t.co/ElNqQMBxtt | by @Holland_Knight",0,0,0
1698,Tue Jun 15 23:47:56 +0000 2021,The Climate Change episode of TNG is dumb,0,0,0
1699,Tue Jun 15 23:46:41 +0000 2021,"The storm came from a completely different direction, and strength. What is happening in Melbournes outer 
east is literally unprecedented.
They expect fire. But trees that are hundreds of years old falling over en-masse is UNPRECEDENTED.
Climate change is here. Now.
#auspol",0,2,13
1700,Tue Jun 15 23:46:30 +0000 2021,"Just a reminder that this arsehat is a National, not one of ours. Yes, most of us are publicly climate change deniers (got to keep those donations rolling in) but this goose is embarrassing. #auspol https://t.co/YpIwRiYxn3",0,0,2
1701,Tue Jun 15 23:46:26 +0000 2021,"WAR IS THE SMOKING GUN OIF ""CLIMATE CHANGE"" AND ""VICE VERSA!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!"" https://t.co/WM9XPxS6sr",0,0,0
1702,Tue Jun 15 23:46:26 +0000 2021,"Yahoo News: Record-high temperatures scorch Western states in preview of climate change future.
https://t.co/immTe6h0X2 

Better get used to it, cuz it's only going to get worse.",0,0,0
1703,Tue Jun 15 23:45:54 +0000 2021,but climate change doesn’t exist right ? 🤣 https://t.co/7IpVVJwxtz,0,0,0
1704,Tue Jun 15 23:45:41 +0000 2021,"Massachusetts Communities Think Globally, Act Locally on Climate Change https://t.co/qPmKEXvScH | by @Holland_Knight",0,0,0
1705,Tue Jun 15 23:45:31 +0000 2021,"""Climate change ... could awaken Earth's forgotten pathogens,"" and if they do, researchers warn, they could reinfect humanity."" #humanity 

""Scientists are witnessing the theoretical turning into reality: infectious microbes emerging from a deep freeze,"" Scientific American wrote",2,1,12
1706,Tue Jun 15 23:45:16 +0000 2021,"Coal drives climate change. Climate change increases frequency / intensity of extreme weather. Extreme weather shuts down power plants. No electricity exacerbates an already dangerous situation.

Time to get rid of coal.
https://t.co/OfDHK22X0d",1,9,9
1707,Tue Jun 15 23:44:40 +0000 2021,Popular opinion: younger people don’t care about their careers as much as boomers because we realize that the planet might be irrevocably damaged and we only have a few decades left until the climate change catastrophe that boomers caused,1,10,38
1708,Tue Jun 15 23:44:35 +0000 2021,Solving plastic pollution will help us stop climate change https://t.co/Nvw98kolIh,0,0,0
1709,Tue Jun 15 23:44:21 +0000 2021,"Should we pay a carbon tax to our own government or to someone else’s? 
Even those halfwits in the #LNP should be able to understand this!
#LNPfail 
https://t.co/KM32IsGIGH",0,0,1
1710,Tue Jun 15 23:44:14 +0000 2021,"#GovernedByCriminals 

G7 … Didn’t someone say something about err…. climate change ? 🤔 https://t.co/OW9dkALDgl",0,0,0
1711,Tue Jun 15 23:43:48 +0000 2021,"Global Warming is spreading deer tick habitat into the West. It can be chronic, it sucks, &amp; it seems to affect fair skinned &amp; female demographics most (according to my Lyme doctors). We are having the wrong conversations about #lyme 
Wear long socks and pants when hiking!!! https://t.co/q8of3iP5q8",0,0,5
1712,Tue Jun 15 23:43:36 +0000 2021,Hot girl summer really hits different when girls are melting on the sidewalk due to climate change,1,1,5
1713,Tue Jun 15 23:43:28 +0000 2021,"&amp; y’all still don’t believe that climate change is a real thing. Today in Arizona, 115 degrees broke the daily record in 125 years.",0,1,2
1714,Tue Jun 15 23:43:12 +0000 2021,Arctic expedition chief warns we’ve ‘set off the beginning of the explosion’ of irreversible global warming https://t.co/IJdoojEctz,0,0,0
1715,Tue Jun 15 23:43:08 +0000 2021,"The decision is a blow to Democratic President Joe Biden's efforts to rapidly transition the nation away from fossil fuels and thereby stave off the worst effects of climate change, including catastrophic droughts, floods and wildfires. https://t.co/eseG1XNh4D",0,0,0
1716,Tue Jun 15 23:43:07 +0000 2021,"Massachusetts Communities Think Globally, Act Locally on Climate Change https://t.co/VpDtysvOqL | by @Holland_Knight",0,0,0
1717,Tue Jun 15 23:42:38 +0000 2021,"A Fiery Past Sheds New Light On Future Of Global #ClimateChange (via @Pocket)
https://t.co/2EdYQzKaA6",0,1,0
1718,Tue Jun 15 23:42:24 +0000 2021,"""I think Elon is in a sense trapped by the narrative that Bitcoin is wasteful of energy and contributes to climate change, while also telling a story of clean energy for Tesla, and that this set of recent proclamations is an attempt to unwind himself from the contradiction."" ... https://t.co/QxZboxGJlf",1,0,1
1719,Tue Jun 15 23:42:02 +0000 2021,Can Climate Change the IMF? https://t.co/ZEBhRUjNRK,0,0,0
1720,Tue Jun 15 23:41:51 +0000 2021,"⁦@replouiegohmert ⁦@HouseGOP ⁦@TexasGOP⁩ 
What? Gohmert, a Texas representative says climate change is real? Better watch out Gohmert, you might lose your “Trump suck-up membership card!”   https://t.co/rA1h77qQ79",0,0,0
1721,Tue Jun 15 23:41:47 +0000 2021,"And this, my friends, is why the @LiberalAus have failed us for decades on climate change. The @The_Nationals continue to hang farmers out to dry with their climate denial and delay https://t.co/hxeShmXANd",0,1,0
1722,Tue Jun 15 23:41:46 +0000 2021,"Trains could save us from climate change, but Big Oil doesn't want that to happen #care2 https://t.co/683alWxp6Y",0,1,1
1723,Tue Jun 15 23:41:41 +0000 2021,Effects of climate change! https://t.co/96zPtPrQpM,1,3,5
1724,Tue Jun 15 23:41:19 +0000 2021,Democrats please do something about Climate Change. If this were up to Republicans we would all die as Republicans don't believe in facts or science. #SaveTheWorld,0,0,0
1725,Tue Jun 15 23:41:06 +0000 2021,"Federal judge blocks Biden’s pause on new oil, gas leases #SmartNews 
I guess there are still some people that don’t believe that a better environment has any value to their children and grandchildren, not to mention everyone else on the planet. https://t.co/6eJA6yGdwD",0,0,0
1726,Tue Jun 15 23:41:05 +0000 2021,New EPA Climate Change Indicator Is Deceptive https://t.co/bFbYHCtV8H #mustread #feedly,0,0,0
1727,Tue Jun 15 23:41:02 +0000 2021,Global warming may have already passed irreversible tipping point https://t.co/CJAiYpyj9p via @AJEnglish,0,0,0
1728,Tue Jun 15 23:40:53 +0000 2021,deforestation causes climate change due to trees being massive carbon sinks (people - lets not die),0,0,0
1729,Tue Jun 15 23:40:52 +0000 2021,Physicist Challenges the CO2 Global Warming Hypothesis: A Minimal Ice-Age Greenhouse Effect https://t.co/q7UTHAWEFL #mustread #feedly,0,0,0
1730,Tue Jun 15 23:40:45 +0000 2021,"""Lockdown every two years…""

For blah, blah, global warming and tyranny. https://t.co/fEOZnYKPwF",0,0,3
1731,Tue Jun 15 23:40:41 +0000 2021,"I’m attending EDF Action’s event, “Misinformation &amp; Climate Change: Clearing the Air” – sign up now to join me! #ActOnClimate https://t.co/ozCGB0ZLeZ",0,0,0
1732,Tue Jun 15 23:40:01 +0000 2021,"Extreme heat in the West could break 200 records and produce temps up to 127 degrees https://t.co/OcZTD6chkQ via @nbcnews 
Wow. When climate change knocks right on your door...",0,0,0
1733,Tue Jun 15 23:39:56 +0000 2021,"And you people will still turn around say global warming isn’t real... smh the globe is warming. I hope today proved that to you... 
*looks you up and down*",0,0,0
1734,Tue Jun 15 23:39:33 +0000 2021,"🌟. @RepAngieCraig of #MN02 believes ...
🔷In Science
🔷Accountability Matter
🔷That Love Is Love
🔷In Climate Change
🔷In Gun Reform
🔷That extremism has no place in our Democracy or civilized society.

Believe &amp; re-elect Rep Craig in 2022
#MNpol
#DemVoice1 
#ONEV1 https://t.co/B0KYjZMsWk",3,63,75
1735,Tue Jun 15 23:39:13 +0000 2021,"G7 leaders focus on #ClimateChange on final day: NHK World https://t.co/iw7dzdssFi

MORE w/ EcoSearch: https://t.co/cx1FIO0UK2",0,3,0
1736,Tue Jun 15 23:39:05 +0000 2021,It's getting hot in here (as a direct result of climate change) https://t.co/yvs8NmHi6G,0,0,1
1737,Tue Jun 15 23:39:03 +0000 2021,This is true for #NewMexico too. If you’re covering this heat wave and fail to put this in the context of climate change you are being grossly irresponsible and even dishonest. #nmwx https://t.co/qVBfonwOTB,0,3,13
1738,Tue Jun 15 23:38:36 +0000 2021,Challenges to the CO2 Global Warming Hypothesis: (4) A Minimal Ice-Age Greenhouse Effect  https://t.co/MouHPbblnZ,0,0,0
1739,Tue Jun 15 23:38:29 +0000 2021,"I'm supporting this cause! Hollywood must help on climate change &amp; stop damaging the environmental movement. Join me and sign the petition here: https://t.co/SwKUVDzv3q
#HollywoodMustHelpSaveTheWorld @ClimatePopCultr",0,0,0
1740,Tue Jun 15 23:38:01 +0000 2021,"In the face of rapid Climate Change, how do we tip the scales in favor of the survival of humans and all life on this planet?

PAPER:  https://t.co/SQEs42Cng6...
Additional papers can be found here: https://t.co/w2nv5ZxHZ1.",0,0,0
1741,Tue Jun 15 23:36:51 +0000 2021,"What an idiot Trump is and thinks he can tell Biden what to do! Donald Trump dismissed the threat of climate change last Thursday before urging President Biden to fire his joint chiefs of staff, if they view it as a leading issue for the nation.",0,0,0
1742,Tue Jun 15 23:36:50 +0000 2021,"Btw, 
America has large areas of the country in extreme drought.
Who knew?
When is a good time to talk of climate change?",0,1,1
1743,Tue Jun 15 23:36:42 +0000 2021,Does Phenological Plasticity Help or Hinder Range Shifts Under Climate Change? https://t.co/Od51iAvmPZ,0,1,1
1744,Tue Jun 15 23:36:22 +0000 2021,"Open SmartNews and read ""Federal judge blocks Biden’s pause on new oil, gas leases"" here: https://t.co/kcn81DrIt7 
To read it on the web, tap here: https://t.co/x8t2EmGtxe",0,1,1
1745,Tue Jun 15 23:36:07 +0000 2021,flagstaff summers are supposed to be around 80 degrees but rn its 93 and my 40 yr old apartment building didnt anticipate global warming so there isnt air conditioning 🥲 help,0,0,2
1746,Tue Jun 15 23:35:43 +0000 2021,"Peruvian mum awarded 'Green Nobel' for work to create Amazon national park
Michael McCormack pokes fun at ‘city slickers’ but does nothing about climate change. Here is a grass roots activist in Peru saving the planet. A ‘mum’!  https://t.co/RGxZRaLHQL",0,1,0
1747,Tue Jun 15 23:35:11 +0000 2021,"I feel like people before the industrial revolution, even though they had shorter lifespans, had more time in their life to make long term plans. Now that life spans of working class people in America are lowering for the first time in a long time and climate change is (cont'd)",1,0,0
1748,Tue Jun 15 23:35:10 +0000 2021,"We can't ignore climate change from CO2, even if fusion is coming soon.

https://t.co/CTGZ5USuNV",0,0,0
1749,Tue Jun 15 23:35:04 +0000 2021,Maybe we can get the planet rezoned and make it illegal for climate change to reside here https://t.co/fltOncBuqF,0,0,4
1750,Tue Jun 15 23:34:33 +0000 2021,"lakes are drying up, forests are burning, thousands of people are being displaced by climate change and literally no one is talking about it",1,0,2
1751,Tue Jun 15 23:33:34 +0000 2021,Should Machine Learning Experts respond to Climate Change call to action? https://t.co/OVMAwIU5lU #GetMoreInsights #CoolerData #Data #ArtificialIntelligence #SocialMedia #AI #Business #Science https://t.co/GKLYxsmCNy,0,5,0
1752,Tue Jun 15 23:33:14 +0000 2021,"I’m attending EDF Action’s event, “Misinformation &amp; Climate Change: Clearing the Air” – sign up now to join me! #ActOnClimate https://t.co/21yWmf4CnH",0,0,0
1753,Tue Jun 15 23:33:12 +0000 2021,"Federal judge blocks Biden's pause on new oil, gas leases https://t.co/HWKTeX5Vxc #SmartNews",0,1,1
1754,Tue Jun 15 23:33:07 +0000 2021,"Studying kelp forests and coral reefs to understand and predict the effects of climate change
https://t.co/se7xWlpnWD",0,0,0
1755,Tue Jun 15 23:32:48 +0000 2021,Sometimes I think about climate change as my ancestors burning it all since yt people ruined everything. I know that’s not it but I love the idea,0,1,1
1756,Tue Jun 15 23:32:09 +0000 2021,#JudgeTerryDoughty in today's ruling shows he doesn't care about climate change or caring for our planet.  Probably paid off by the oil companies.  Booooo,0,0,0
1757,Tue Jun 15 23:32:02 +0000 2021,"Cleansing 🔥 from Chris Bowen, Shadow Minister for Climate Change and Energy. #QAnon #Morrison #4Corners #auspol https://t.co/A7ATuU1z2g",1,0,0
1758,Tue Jun 15 23:31:54 +0000 2021,Almost like it was climate change and not Covid. https://t.co/XRBYGB0DML,0,0,0
1759,Tue Jun 15 23:31:53 +0000 2021,"Federal judge blocks Biden's pause on new oil, gas leases https://t.co/CIOZOtyu03 fuckin' polluters &amp; destroyers.",0,0,0
1760,Tue Jun 15 23:31:13 +0000 2021,"Climate change, dumping nutrients in the water and other human activities are contributing worldwide to a proliferation of toxic algal blooms in the water.

This affects our fisheries, our drinking water, our agriculture and more.
https://t.co/tZRHqO0jHt",0,2,5
1761,Tue Jun 15 23:31:13 +0000 2021,"Are YOU one of the 7 in 10 Australians saying Australia should join other countries, such as the US and the UK, in increasing commitments to address climate change ahead of the UN Climate Change conference (#COP26) later this year in Glasgow?

https://t.co/raQdXldO8z",0,0,2
1762,Tue Jun 15 23:31:09 +0000 2021,1 wine thing: Climate change hits wine https://t.co/SwVWBSEIOY #axiospm,0,0,0
1763,Tue Jun 15 23:31:03 +0000 2021,I’ve accepted the 2021 #CallforCode Global Challenge to combat climate change. Will you answer the call? Get involved:  https://t.co/eQtHcCnmMh,1,0,0
1764,Tue Jun 15 23:30:52 +0000 2021,"Federal judge blocks Biden’s pause on new oil, gas leases. #OOTT  https://t.co/5rERUcuAx9",0,1,1
1765,Tue Jun 15 23:30:44 +0000 2021,G7 gives green light to a border tax to fight “carbon leakage.” A defeat for Morrison government. https://t.co/4PcGcKoTzH,9,99,223
1766,Tue Jun 15 23:30:31 +0000 2021,i didn’t think my blinds melting was something i would have to deal with in northern canada but shout out to global warming for making it happen!,0,0,5
1767,Tue Jun 15 23:30:22 +0000 2021,'Dying of thirst': The Cucapá in Mexico fight against climate change and oblivion https://t.co/91EyVgOY8j via @nbcnews https://t.co/Nd9dSW71mB,0,0,0
1768,Tue Jun 15 23:30:22 +0000 2021,An interesting &amp; different take on the way forward to fight climate change https://t.co/LiCxAyuABd,0,0,1
